,Long,Short
2012-01-03,-0.004685882928223506,-0.025188869652884673
2012-01-04,0.010211257581434308,-0.0035177853427754147
2012-01-05,-0.0001179470545047967,0.011532366967179386
2012-01-06,0.006140600855410794,-0.015861686438876633
2012-01-09,0.022475232964019466,-0.023145954477579157
2012-01-10,0.003363702661485868,-0.011783761883430022
2012-01-11,0.009229657924575063,-0.010182610691599047
2012-01-12,-0.0029345310219766386,0.017755879488796755
2012-01-13,0.07134596549223787,0.003406152298294651
2012-01-17,0.014148126077142642,-0.02122939069904194
2012-01-18,0.010716547069988503,0.017818941277859414
2012-01-19,0.018674698080762865,-0.0027067584002109955
2012-01-20,-0.003325842445608873,-0.0013104537460584486
2012-01-23,0.007132843154830526,-0.0039025684128178085
2012-01-24,0.007316871321968921,-0.013154048204062362
2012-01-25,-0.0037377996625121202,-0.004902143473953358
2012-01-26,0.0032766450228729816,-0.006077296699850132
2012-01-27,-0.0013833014924836905,0.05514040000913406
2012-01-30,-0.0014206763448364023,0.05198429543368658
2012-01-31,0.015157192049786295,-0.027369941504252936
2012-02-01,0.030677289769177517,-0.0025230588022843612
2012-02-02,0.011395729241297392,-0.01416632708421276
2012-02-03,0.00017464005906850933,-0.0030784794250986237
2012-02-06,0.00906702960727479,0.0075954301347755495
2012-02-07,0.009409850314467194,0.0039286513089786925
2012-02-08,-0.0020900053356299963,-0.0066251212492731805
2012-02-09,-0.012903093316704594,0.04601611487355808
2012-02-10,0.016735923637528294,-0.036493825225406784
2012-02-13,-0.00986961893264542,0.006176184587520528
2012-02-14,-0.0058466052489623225,-0.00033497775788084996
2012-02-15,0.011749693054353472,0.006808252462980691
2012-02-16,0.020389372929114136,0.004296056619392974
2012-02-17,-0.0032257254402816016,0.008759432131453115
2012-02-21,-0.008468843316635777,0.012504428981661476
2012-02-22,0.01592781938748946,-0.014269001313985175
2012-02-23,0.03786097071487519,0.021348174232233886
2012-02-24,-0.002264139641281737,-0.008559487145592293
2012-02-27,-0.002146488480730191,0.03222952952916049
2012-02-28,0.005887037164941178,0.008125802847171126
2012-02-29,0.0025653930308005223,-0.0052780804979952415
2012-03-01,0.0007269622564195832,0.012305775249383444
2012-03-02,-0.0005324238575759921,0.016156827525343097
2012-03-05,-0.02409042530826645,0.021791950934770397
2012-03-06,0.005804913949949008,-0.011214772092299374
2012-03-07,0.003899669779940573,-0.016732861486960838
2012-03-08,0.0032429206927996777,-0.027336302854341698
2012-03-09,-0.011891170027201114,0.01591980266485519
2012-03-12,0.01646008416416276,-0.054232010177187505
2012-03-13,-0.012326281824628693,-0.023990566561520477
2012-03-14,0.07144407362498711,-0.013989286267411827
2012-03-15,0.0013345116238421607,-0.05796928863040488
2012-03-16,0.006324419053656205,0.02395056357716957
2012-03-19,-0.00910673404491985,-0.023042092443533335
2012-03-20,0.0016422910249466404,-0.002330571318585417
2012-03-21,-0.01497384808744454,0.012380493109733026
2012-03-22,0.005597351372909653,-0.006300956512391131
2012-03-23,0.014741470706878302,-0.029493479472956507
2012-03-26,0.004118377649982685,0.014009549230743013
2012-03-27,-0.004670529651804134,0.006375443542233061
2012-03-28,0.0019181906356258826,0.0052283013341877125
2012-03-29,0.0029380700222127578,-0.00014228605238305602
2012-03-30,0.005697939441324351,-0.013872933383406083
2012-04-02,-0.018956897837258836,0.009069115769085723
2012-04-03,-0.004633236614979464,0.011113948258362871
2012-04-04,-0.0009373718980954182,2.8965031610039826e-05
2012-04-05,-0.014669076131614011,0.016903806626526997
2012-04-09,-0.03211974938833993,0.02309782127847527
2012-04-10,0.03243191927390511,-0.014172999406773235
2012-04-11,0.010822739614713518,-0.008242240960428193
2012-04-12,-0.010541367116759548,0.02319406639072207
2012-04-13,0.03623322065358088,0.002297842924216953
2012-04-16,0.012138830702688707,-0.01574039115052477
2012-04-17,0.00137073563100657,0.018313155664517255
2012-04-18,-0.006748080936762468,0.014991048855725697
2012-04-19,-0.005577166887545448,0.0006633400791085431
2012-04-20,-0.006531647821582709,0.009076690902239748
2012-04-23,0.0026106315294471606,-0.035983283257154344
2012-04-24,0.017638112484648406,-0.017484096430271934
2012-04-25,0.006329636199368371,-0.05154887406717564
2012-04-26,0.007493244751549921,-0.000722998387704743
2012-04-27,-0.00950177083908984,0.004366292685331496
2012-04-30,0.0006189674191128924,-0.008754236801290815
2012-05-01,-0.013700525800039453,-0.0033969177434571953
2012-05-02,-0.010450415859988993,0.018123399969213572
2012-05-03,-0.011886777322659692,0.011431926774431323
2012-05-04,0.004284063604417654,0.007371415112498314
2012-05-07,-0.0032387379317407317,0.006580886135757902
2012-05-08,-0.006411646464353715,-0.006455209215410618
2012-05-09,0.00822273926996544,0.009601072745619355
2012-05-10,-0.01093865782248935,0.019489630074484142
2012-05-11,-0.020464381155428913,0.011093971883649922
2012-05-14,-0.0024493864400751187,0.04259755693949977
2012-05-15,-0.010008207987409413,0.016760797618142188
2012-05-16,-0.038197855717177695,0.021665712876633013
2012-05-17,0.01274064003772083,0.011489417243187871
2012-05-18,0.01877334975842354,-0.021067305562826887
2012-05-21,0.003943184500999686,0.0029832556525371647
2012-05-22,0.0072553841548969825,-0.004279121488190185
2012-05-23,0.08197340869815228,0.017537410660400286
2012-05-24,-0.0016756378491720402,0.005485467057521376
2012-05-25,0.02071802439368734,-0.02590508001874172
2012-05-29,-0.023599194176061756,0.037644797387388504
2012-05-30,-0.00872669797911082,-0.002013063041414209
2012-05-31,-0.04798283158527146,0.019597151011111515
2012-06-01,-0.004611169082169542,0.006633235469936627
2012-06-04,0.017574853112904056,-0.006737360213482679
