,Long,Short
2019-01-02,-0.009724335027226805,1.0
2019-01-03,0.08305197483038315,1.0
2019-01-04,0.02107400917931952,1.0
2019-01-07,0.005355698114242436,1.0
2019-01-08,-0.010741429217972054,1.0
2019-01-09,-0.010140963177061802,1.0
2019-01-10,-0.011682035928191736,1.0
2019-01-11,0.006666301639983408,1.0
2019-01-14,0.012532158161589757,1.0
2019-01-15,-0.0018292333648094127,1.0
2019-01-16,0.0032211229803024268,1.0
2019-01-17,0.044548297196486696,1.0
2019-01-18,-0.035834433829788036,1.0
2019-01-22,-0.017994066361191052,1.0
2019-01-23,0.03938563385275613,1.0
2019-01-24,-0.00030309715522912616,1.0
2019-01-25,0.007595708914110677,1.0
2019-01-28,-0.04524037129440776,1.0
2019-01-29,0.02151673657793658,1.0
2019-01-30,0.00018554819691248836,1.0
2019-01-31,0.008494558195514857,1.0
2019-02-01,0.05249794411429428,1.0
2019-02-04,-0.022743414666592864,1.0
2019-02-05,-0.010914829623159105,1.0
2019-02-06,0.0012636096098691985,1.0
2019-02-07,-0.017065744761958823,1.0
2019-02-08,0.018816343838287165,1.0
2019-02-11,0.025698991216173018,1.0
2019-02-12,-0.005940878077538392,1.0
2019-02-13,0.006312345097651095,1.0
2019-02-14,-0.011283160352926268,1.0
2019-02-15,-0.013983042719392824,1.0
2019-02-19,0.0753914365609962,1.0
2019-02-20,-0.00712586236329833,1.0
2019-02-21,0.0012438066080600828,1.0
2019-02-22,-0.008892262015443997,1.0
2019-02-25,0.000667860026441447,1.0
2019-02-26,-0.008967908506933719,1.0
2019-02-27,-0.007770716364471108,1.0
2019-02-28,-0.004893343669926509,1.0
2019-03-01,-0.014406717556383597,1.0
2019-03-04,-0.0029378368496141617,1.0
2019-03-05,-0.024278560269118187,1.0
2019-03-06,0.0015157114934117532,1.0
2019-03-07,0.003097437698294159,1.0
2019-03-08,-0.0033559755313552265,1.0
2019-03-11,0.07747530148268265,1.0
2019-03-12,-0.0003055147740396058,1.0
2019-03-13,-0.05530057400389823,1.0
2019-03-14,-0.0932315196551803,1.0
2019-03-15,0.014613447106382382,1.0
2019-03-18,-0.004413352494882972,1.0
2019-03-19,0.0037274398238158813,1.0
2019-03-20,0.010835498840185299,1.0
2019-03-21,0.03865347770749039,1.0
2019-03-22,-0.0005250637232413702,1.0
2019-03-25,0.02359732430763155,1.0
2019-03-26,-0.02666471162967198,1.0
2019-03-27,0.001455732376036445,1.0
2019-03-28,-0.007511804483480378,1.0
2019-03-29,-0.024633558338664152,1.0
2019-04-01,-0.001984635448416416,1.0
2019-04-02,-2.958760817485251e-05,1.0
2019-04-03,0.0014905298740951589,1.0
2019-04-04,-0.025700739609107924,1.0
2019-04-05,0.052846777844485805,1.0
2019-04-08,-0.01595512660101637,1.0
2019-04-09,0.06347187710243313,1.0
2019-04-10,-0.0073070885908093405,1.0
2019-04-11,-0.02171092421470382,1.0
2019-04-12,-0.0012770484852674957,1.0
2019-04-15,0.0002957634353331851,1.0
2019-04-16,0.027585789401062842,1.0
2019-04-17,-0.008014079142681919,1.0
2019-04-18,-0.008761584414744072,1.0
2019-04-22,0.012782564333376567,1.0
2019-04-23,-0.017342932432559532,1.0
2019-04-24,-0.04305965711186127,1.0
2019-04-25,-0.0288698408307959,1.0
2019-04-26,0.012135592206659463,1.0
2019-04-29,-0.003513062600379846,1.0
2019-04-30,-0.007990068256082394,1.0
2019-05-01,0.003658259584139345,1.0
2019-05-02,0.009100268060544902,1.0
2019-05-03,0.01810628897396206,1.0
2019-05-06,-0.012357413499050719,1.0
2019-05-07,0.005370106384396345,1.0
2019-05-08,0.003807058387970408,1.0
2019-05-09,0.00518426780103286,1.0
2019-05-10,-0.020846554581140785,1.0
2019-05-13,0.0001520270638949106,1.0
2019-05-14,0.002302646215736048,1.0
2019-05-15,-0.006721819883136105,1.0
2019-05-16,-0.00896093200110606,1.0
2019-05-17,-0.045713747830393746,1.0
2019-05-20,0.009674323270456475,1.0
2019-05-21,-0.0032811521576846525,1.0
2019-05-22,0.0037551840092452824,1.0
2019-05-23,0.0020052841678269927,1.0
2019-05-24,-0.02712468258063224,1.0
2019-05-28,-0.018087554524712557,1.0
2019-05-29,-0.008952830416005596,1.0
2019-05-30,0.002606914183920217,1.0
2019-05-31,0.0031361603925748383,1.0
2019-06-03,0.009628656179553285,1.0
2019-06-04,0.0019273027213372318,1.0
2019-06-05,-0.02199674089979875,1.0
2019-06-06,0.004712367449967725,1.0
2019-06-07,-0.008606157987140461,1.0
2019-06-10,-0.004779229211034386,1.0
2019-06-11,-0.0004903052865446011,1.0
2019-06-12,0.0143479484586854,1.0
2019-06-13,0.028176427028615603,1.0
2019-06-14,0.002546559810734228,1.0
2019-06-17,-0.05101500529374518,1.0
2019-06-18,0.01055079242003153,1.0
2019-06-19,0.0002512202744984093,1.0
2019-06-20,-0.0025752321817962497,1.0
2019-06-21,-0.005343181101728311,1.0
2019-06-24,-0.007220808153054814,1.0
2019-06-25,-0.023734102681492186,1.0
2019-06-26,0.008268712586322058,1.0
2019-06-27,0.026332181019353827,1.0
2019-06-28,-0.001966246305073338,1.0
2019-07-01,-0.0324011562784419,1.0
2019-07-02,-0.006762699009301099,1.0
2019-07-03,0.009021100603834242,1.0
2019-07-05,-0.012556620972656108,1.0
2019-07-08,0.04265017838860681,1.0
2019-07-09,0.005841749143756991,1.0
2019-07-10,-0.0028950179459313664,1.0
2019-07-11,-0.009116896797545748,1.0
2019-07-12,-0.006879293113403328,1.0
2019-07-15,0.0028127627357122263,1.0
2019-07-16,-0.007362882393755488,1.0
2019-07-17,-0.007330338000441872,1.0
2019-07-18,0.00717674331806537,1.0
2019-07-19,0.012755727760175506,1.0
2019-07-22,0.02558384095285472,1.0
2019-07-23,0.023577871873176882,1.0
2019-07-24,-0.0032956631835840745,1.0
2019-07-25,-0.008585648571059933,1.0
2019-07-26,0.00038170556049976767,1.0
2019-07-29,0.034965461735424454,1.0
2019-07-30,0.0019606757635362458,1.0
2019-07-31,-0.001628126692496279,1.0
2019-08-01,0.016813038698856076,1.0
2019-08-02,-0.0168441038732036,1.0
2019-08-05,0.01141417966932704,1.0
2019-08-06,0.004169968326070139,1.0
2019-08-07,-0.021275431139408562,1.0
2019-08-08,-0.01295713983287552,1.0
2019-08-09,-0.01769861293030024,1.0
2019-08-12,-0.0036852098562500713,1.0
2019-08-13,0.0022415699181627556,1.0
2019-08-14,-0.013505800933443678,1.0
2019-08-15,-0.005339857155266914,1.0
2019-08-16,0.013457317244490952,1.0
2019-08-19,-0.004495094031671465,1.0
2019-08-20,-0.003508875638164599,1.0
2019-08-21,-0.009481820800457452,1.0
2019-08-22,-0.028244192026796476,1.0
2019-08-23,-0.0150101038182056,1.0
2019-08-26,-0.009445691464957185,1.0
2019-08-27,0.00973957973037839,1.0
2019-08-28,-0.0027267710724725226,1.0
2019-08-29,0.001659540418170391,1.0
2019-08-30,-0.00779254450216702,1.0
2019-09-03,0.006252878986109145,1.0
2019-09-04,-0.0044247433738739406,1.0
2019-09-05,-0.012758470142869493,1.0
2019-09-06,0.04407815446032136,1.0
2019-09-09,0.013456812312148802,1.0
2019-09-10,0.019353829273734646,1.0
2019-09-11,-0.00939233088679874,1.0
2019-09-12,-0.00827132982854122,1.0
2019-09-13,0.008184066650243826,1.0
2019-09-16,0.007513131122180017,1.0
2019-09-17,0.002196873478992867,1.0
2019-09-18,-0.012443226456174517,1.0
2019-09-19,-0.0020368667242998463,1.0
2019-09-20,0.008811014736152856,1.0
2019-09-23,-0.010631710909515635,1.0
2019-09-24,0.020115798698161123,1.0
2019-09-25,-0.014696717416933102,1.0
2019-09-26,0.0011601403284959733,1.0
2019-09-27,-0.01717033770018579,1.0
2019-09-30,-0.036306240662810386,1.0
2019-10-01,-0.008708813208794042,1.0
2019-10-02,0.023522018171784766,1.0
2019-10-03,0.008571283549068876,1.0
2019-10-04,0.01415676093443966,1.0
2019-10-07,-0.01771355233484101,1.0
2019-10-08,0.003378903190582416,1.0
2019-10-09,0.013930364461970024,1.0
2019-10-10,0.005270515497946116,1.0
2019-10-11,0.015837255950136953,1.0
2019-10-14,0.001198774167009553,1.0
2019-10-15,0.011031362783606492,1.0
2019-10-16,0.004900600354924789,1.0
2019-10-17,-0.0005158553851547954,1.0
2019-10-18,0.005578441023543645,1.0
2019-10-21,0.0049206543559857764,1.0
2019-10-22,0.009547241738019296,1.0
2019-10-23,-0.008277540945814343,1.0
2019-10-24,-0.016637329220633344,1.0
2019-10-25,0.0036696650253111194,1.0
2019-10-28,0.026034326086967874,1.0
2019-10-29,-0.0230367113294483,1.0
2019-10-30,-0.03250732217272795,1.0
2019-10-31,0.014836934674884728,1.0
2019-11-01,0.020275933506343678,1.0
2019-11-04,-0.00527979760282421,1.0
2019-11-05,0.01732656219194594,1.0
2019-11-06,-0.011514061835953483,1.0
2019-11-07,0.00014167052452506156,1.0
2019-11-08,-0.006149755518359534,1.0
2019-11-11,-0.00641086831711879,1.0
2019-11-12,0.013596070751519574,1.0
2019-11-13,-0.0007437883434583403,1.0
2019-11-14,-0.004347382695901403,1.0
2019-11-15,0.0037725583973374555,1.0
2019-11-18,-0.016203561453051518,1.0
2019-11-19,0.026126357229009124,1.0
2019-11-20,-0.013630149090495258,1.0
2019-11-21,0.007017324091646737,1.0
2019-11-22,0.005258891036056312,1.0
2019-11-25,-0.008292962118888048,1.0
2019-11-26,0.016915887169638887,1.0
2019-11-27,-0.00674443590074465,1.0
2019-11-29,-0.0057872932546767395,1.0
2019-12-02,0.01439478133583355,1.0
2019-12-03,0.003376370858543165,1.0
2019-12-04,-0.004718238110499306,1.0
2019-12-05,0.021888707166926324,1.0
2019-12-06,-0.0009828230640773871,1.0
2019-12-09,0.016305757783435803,1.0
2019-12-10,0.0048795609830561745,1.0
2019-12-11,0.016883857848865293,1.0
2019-12-12,0.00241267270428448,1.0
2019-12-13,0.010139634851900925,1.0
2019-12-16,-0.00526518906325677,1.0
2019-12-17,0.0005411446143219978,1.0
2019-12-18,0.0020206881872951834,1.0
2019-12-19,-0.012512948568802173,1.0
2019-12-20,0.0013276657679873293,1.0
2019-12-23,0.002395576905114527,1.0
2019-12-24,6.494393852506386e-05,1.0
2019-12-26,-0.004449798219119094,1.0
2019-12-27,0.0004355847171101823,1.0
2019-12-30,0.012499724277011159,1.0
